Name,Release Date,Number of Reviews,Summary,Plays,Playing,ratio_confiance,Score,Genre,Platform,Date
Resident Evil,2002-03-22,1000.0,"Resident Evil is the 2002 remake of the original 1996 video game of the same name featuring various improvements and gameplay overhaul. The game features all-new graphics and sound, and also incorporates gameplay elements from the earlier installments. While the overall plot remained mostly unchanged, several new areas and rooms were added to the game. This remake also features many additional modes, secrets and various endings over the original.",4K,93,1.0,8.3,"Adventure,Puzzle",GC,2002
Resident Evil,1996-03-22,688.0,"Resident Evil is a survival horror classic in which a group of special forces agents, known as S.T.A.R.S, struggle against hordes of zombies and various other mutants in a mysterious mansion as they try to uncover the truth behind the terrifying infection. The gameplay environment consists of polygonal 3D characters placed over pre-rendered 2D backgrounds. As such, the game relies on pre-determined camera angles for a view of the action instead of a real-time camera like most games. The game is credited for coining the phrase ""survival horror"" and popularizing the genre.",3.4K,41,0.7983723003870347,6.1,"Adventure,Puzzle",GC,1996
Resident Evil,2002-03-22,1000.0,"Resident Evil is the 2002 remake of the original 1996 video game of the same name featuring various improvements and gameplay overhaul. The game features all-new graphics and sound, and also incorporates gameplay elements from the earlier installments. While the overall plot remained mostly unchanged, several new areas and rooms were added to the game. This remake also features many additional modes, secrets and various endings over the original.",4K,93,1.0,7.8,"Adventure,Puzzle",SAT,2002
Resident Evil,1996-03-22,688.0,"Resident Evil is a survival horror classic in which a group of special forces agents, known as S.T.A.R.S, struggle against hordes of zombies and various other mutants in a mysterious mansion as they try to uncover the truth behind the terrifying infection. The gameplay environment consists of polygonal 3D characters placed over pre-rendered 2D backgrounds. As such, the game relies on pre-determined camera angles for a view of the action instead of a real-time camera like most games. The game is credited for coining the phrase ""survival horror"" and popularizing the genre.",3.4K,41,0.7983723003870347,5.7,"Adventure,Puzzle",SAT,1996
Resident Evil,2002-03-22,1000.0,"Resident Evil is the 2002 remake of the original 1996 video game of the same name featuring various improvements and gameplay overhaul. The game features all-new graphics and sound, and also incorporates gameplay elements from the earlier installments. While the overall plot remained mostly unchanged, several new areas and rooms were added to the game. This remake also features many additional modes, secrets and various endings over the original.",4K,93,1.0,7.8,"Adventure,Puzzle",PC,2002
Resident Evil,1996-03-22,688.0,"Resident Evil is a survival horror classic in which a group of special forces agents, known as S.T.A.R.S, struggle against hordes of zombies and various other mutants in a mysterious mansion as they try to uncover the truth behind the terrifying infection. The gameplay environment consists of polygonal 3D characters placed over pre-rendered 2D backgrounds. As such, the game relies on pre-determined camera angles for a view of the action instead of a real-time camera like most games. The game is credited for coining the phrase ""survival horror"" and popularizing the genre.",3.4K,41,0.7983723003870347,5.7,"Adventure,Puzzle",PC,1996
Resident Evil,2002-03-22,1000.0,"Resident Evil is the 2002 remake of the original 1996 video game of the same name featuring various improvements and gameplay overhaul. The game features all-new graphics and sound, and also incorporates gameplay elements from the earlier installments. While the overall plot remained mostly unchanged, several new areas and rooms were added to the game. This remake also features many additional modes, secrets and various endings over the original.",4K,93,1.0,8.3,"Adventure,Puzzle",PS,2002
Resident Evil,1996-03-22,688.0,"Resident Evil is a survival horror classic in which a group of special forces agents, known as S.T.A.R.S, struggle against hordes of zombies and various other mutants in a mysterious mansion as they try to uncover the truth behind the terrifying infection. The gameplay environment consists of polygonal 3D characters placed over pre-rendered 2D backgrounds. As such, the game relies on pre-determined camera angles for a view of the action instead of a real-time camera like most games. The game is credited for coining the phrase ""survival horror"" and popularizing the genre.",3.4K,41,0.7983723003870347,6.1,"Adventure,Puzzle",PS,1996
Sonic Advance,2001-12-20,446.0,"Sonic Advance is notable for being the first Sonic game released on a Nintendo console, despite both Sega and Nintendo being well-known rivals on the console market throught the 1990s.


              Sonic Advance features four playable characters and marks the first playable appearance of Amy Rose on a 2D title. The game borrows elements from the original Sonic the Hedgehog titles for the Sega Genesis, but with the post-Dreamcast artstyle for the characters which was introduced in Sonic Adventure. The game also includes multiplayer features and mini-games.


              The title was also ported to the Nokia N-Gage under the title ""SonicN"".",4K,26,0.5175494854253161,3.5,Platform,GBA,2001
Mega Man X6,2001-11-29,308.0,"Mission Critical... Zero is Missing... Search and Rescue!


              It's been three weeks since Earth's near collision with the space colony Eurasia. The disaster was averted by Zero's heroics. Now, on a bruised and battered planet, tales of rampaging reploids are surfacing. It's up to Mega Man X to investigate these mysteries but it's not going to be easy. Mega Man X must battle through a maze of levels and rescue reploids along the way. Return to battle again and again with the new Nightmare System, which randomizes level maps, enemies, and endings based on how you play the game. Mega Man X is back and now it's personal!",1.9K,18,0.3574108554058236,2.1,"Adventure,Platform",PS,2001
Final Fantasy X,2001-07-19,1500.0,"Final Fantasy X is the tenth main installment in the FF series and the first title released on sixth-generation consoles. It was also the first game to feature fully three-dimensional areas rather than including pre-rendered backdrops, and the first to include voice acting. Final Fantasy X tells the story of a star blitzball player, Tidus, who journeys with a young and beautiful summoner named Yuna on her quest to save the world of Spira from an endless cycle of destruction wrought by the colossal menace Sin.",8.5K,330,1.0,8.6,"Adventure,RPG",PS2,2001
Silent Hill 2: Restless Dreams,2001-12-19,90.0,"Silent Hill 2: Restless Dreams is an updated version of of Silent Hill 2. It contains all of the content of the original version and adds several pieces of new content. The most significant is a new short scenario called Born from a Wish, where players take control of Maria from her first moments right up to where she first appears in the main game. Also included is a sixth ending to the main scenario and a minor feature that allows the player to turn off the graphical effect, which makes the game look like it was shot on cheap film stock.",514,14,0.1044382369692341,0.8,Adventure,XBOX,2001
